KR0008	􁀙
[尸@垂]	􂒮
[尸@報]	􂬨
[尸@大]	􂌤
[尸@夫]	􄾂
[尸@失]	􂦂
[尸@干]	􂖝
[尸@從]	􅧫
[尸@微]	􃿶
[尸@憍]	􂱎
[尸@抴]	􅒫
[尸@拘]	􂛘
[尸@捕]	􅏪
[尸@揲]	􄹠
[尸@支]	􄦰
[尸@枆]	􃳍
[尸@樓]	􅧯
[尸@欠]	􅓓
[尸@災]	􅧪
[尸@爰]	􄛻
[尸@牛]	􄱷
[尸@畏]	􅆕
[尸@目]	􅔊
[尸@秝]	􃿘
[尸@粍]	􄀙
[尸@縷]	􃠶
[尸@耗]	􃺟
[尸@虫]	􄌯
[尸@車]	􃽗
[尸@隔]	􅧳
[尸@隹]	􄽁
[尹*(口/又)]	􅫪
[尹/?/貝]	􂸃
[尺/旦]	􅰬
[尺@卜]	􄿬
[尼*也]	􂜽
[尼*奚]	􂝳
[尼*隹]	􂯉
[尼*鳥]	􅌀
[尾*(尤-尢+曳)]	􂛧
[尾*(烰-子+日)]	􂡊
[尾*也]	􂡋
[尾*耶]	􂰙
[尿/肉]	􅆱
[局-口+(囗@夕)]	􂱝
[局/心]	􄨔
[居*令]	􄗰
[居*撿]	􂝖
[屏-廾+十]	􂮃
[屐-彳+ㄐ]	􃼏
[屐-支+(禾/口)]	􄉅
[屙-可+(甚-匹+(岡-山+十))]	􂩨
[屧-彳+爿]	􄩖
[屨-彳+爿]	􅧮
[屩-(夭/口)+右]	􅧲
[屮/(艸-屮)]	􃨚
[屮/又]	􄥣
[屮/工/毋]	􃨘
[山*((奧-釆+米)-大+ㄎ)]	􃏅
[山*(〦/(坐-土+十))]	􃍌
[山*(〦/日)]	􅞁
[山*(ㄉ/心)]	􄳯
[山*(一/几)]	􅥕
[山*(一/尢)]	􅍔
[山*(凵@(口*了*又))]	􅮷
[山*(卄/(止*白*匕)/ㄆ)]	􃊫
[山*(卸-ㄗ+欠)]	􃹣
[山*(厚-日+白)]	􂸾
[山*(合-口+(虫、))]	􅋾
[山*(垂-┴+山)]	􅗿
[山*(夕/圭)]	􅅤
[山*(奚-大+ㄆ)]	􂆛
[山*(奧-釆+米)]	􂱬
[山*(皮-又+(王/口/用))]	􅥑
[山*(老/目)]	􃊩
[山*(虎-儿+丘)]	􂿒
[山*(騖-馬+力)]	􄅾
[山*丸]	􅥖
[山*于]	􃇾
[山*互]	􃖰
[山*亟]	􅖅
[山*亶]	􂸹
[山*務]	􅘹
[山*叉]	􃂻
[山*反]	􄷷
[山*在]	􂟘
[山*夬]	􂹹
[山*寧]	􂴞
[山*屏]	􃈡
[山*岡]	􄊨
[山*并]	􂃜
[山*弇]	􁛸
[山*思]	􂙌
[山*急]	􂴉
[山*惠]	􂾫
[山*旁]	􅄓
[山*曇]	􂒧
[山*為]	􂞓
[山*玄]	􂾬
[山*甘*欠]	􃍊
[山*累]	􁫻
[山*罔]	􄋗
[山*翠]	􁿵
[山*聶]	􂩞
[山*荅]	􃈁
[山*著]	􃘫
[山*蓋]	􂒶
[山*藍]	􂴽
[山*角]	􃏘
[山*險]	􁽆
[山*雀]	􂟗
[山*食]	􂥙
[山*鬲]	􅥏
[山*魚]	􄈡
[山/(?*ㄆ)]	􃏤
[山/(乃@(舉-與))]	􄍲
[山/(亝-二+人)/水]	􂅖
[山/(人*人)/一/(人*人)/山]	􄏟
[山/(企-止+?)]	􃪞
[山/(冗-几+巾)]	􄛢
[山/(几@(上/土))]	􂓮
[山/(凵@(十@((人*人)/(人*人))))]	􄏮
[山/(凵@(十@(ㄑ*ㄑ)/(ㄑ*ㄑ)))]	􄗂
[山/(厂@(圭*乍))]	􄬘
[山/(右*隹)]	􄙫
[山/(咢-二+一)]	􂨦
[山/(囗@(人*人)/(人*人))]	􄣕
[山/(尸@目)]	􂳟
[山/(彳*(光-儿+(走-土)))]	􅖂
[山/(徽-山-一)]	􅃕
[山/(懲-山)]	􄕁
[山/(支*力)]	􂇏
[山/(止*帚)]	􅥐
[山/(爪-(乏-之))]	􂻰
[山/(獻-七)]	􃮊
[山/(田@((人*人)/(人*人)))]	􄫲
[山/(罩-卓+山)]	􅐥
[山/(罩-卓+正)]	􄭶
[山/(遻-(這-言))]	􄆂
[山/(阿-可+辛)/子]	􅞤
[山/(隆-一)]	􂭬
[山/(險-(人*人)+(烈-列))]	􃉧
[山/(齒-止)]	􄲁
[山/一/(卄*├)/┬]	􃥓
[山/一/夗]	􃧦
[山/一/女]	􃉡
[山/一/田]	􄒁
[山/一/由]	􅖕
[山/一/羽]	􃙰
[山/來]	􂁳
[山/兀/ㄆ]	􃭁
[山/兀/廾]	􃨊
[山/免/免]	􅖹
[山/兔]	􂞷
[山/六]	􃭂
[山/刖]	􃽕
[山/利/言]	􅖛
[山/十]	􃷅
[山/又]	􄅠
[山/口]	􅐴
[山/句]	􂲌
[山/土]	􄀛
[山/妻]	􃿬
[山/小]	􃬺
[山/屾/白/曰]	􃏨
[山/工/母]	􃮏
[山/巳]	􃆛
[山/巾]	􄊉
[山/幹]	􂡒
[山/底]	􄢂
[山/廖]	􅥔
[山/徙]	􄞮
[山/手]	􄽄
[山/曾]	􄳑
[山/替]	􅕶
[山/段]	􂭵
[山/母]	􃵜
[山/毒/(毒*毒)]	􃱸
[山/毒]	􃮧
[山/水/虫]	􄔙
[山/玫]	􃦭
[山/甜]	􃇍
[山/相]	􂮍
[山/絕]	􃅵
[山/芻]	􂴖
[山/荖]	􅏾
[山/華]	􅙍
[山/虫]	􂑇
[山/谷]	􅬺
[山/貫]	􂭹
[山/逢]	􅓲
[山/阤]	􅋁
[山/陀]	􃑌
[山/願]	􄍃
[山/齒]	􅉶
[岆-大+友]	􂣟
[岡-山+(人*人)]	􃨟
[岸-干+(酉*巳)]	􂙗
[岸-干+乙]	􃻍
[峚-大+(企-止)]	􂝮
[島-山+万]	􄡿
[島-山+兀]	􅞧
[島-山+力]	􃻪
[峻-山+彳]	􅧸
[崁-土+(立/(可-一))]	􅮓
[崁-土+音]	􃏣
[崇*又]	􃓁
[崇寧元年壬午]	􂶁
[崇禎元年戊辰]	􃅌
[崔*鳥]	􄹎
[崖-圭+(八/言)]	􃴾
[崖-圭+言]	􄥅
[崛-出+雨]	􃏩
[崰-田+凶]	􃠺
[崲-王+儿]	􄈈
[嵁-儿+乂]	􃺂
[嵃-(彰-章)+匕]	􄥄
[嵇-尤+丸]	􅎾
[嵇-尤+九]	􅚿
[嵐-虱+(口/(暴-(日/共)-(丁-一))/一)]	􂩊
[嵕-山+(肆-聿)]	􅢺
[嵗*(刊-干)]	􁼖
[嶀-(夸-大)+于]	􅘕
[嶊-隹+棄]	􅯹
[嶙-山+土]	􂊏
[嶠-(夭/口)+左]	􅥎
[嶭/示]	􂒻
[嶽-狺+巿]	􃋟
[川*〡]	􃫳
[川/用]	􃈘
[川@((舉-與)*(舉-與))]	􃭾
[巟-亡]	􃩐
[巡-(這-言)+(皴-皮)]	􃈊
[巢*((土*白*土)/几)]	􃼻
[巢*(虎-儿+巾)]	􃜅
[巢-果+(凵@土)]	􃰢
[巢-果+(凵@士)]	􄅟
[巢-果+(厂@(夕*ㄆ))]	􃦱
[巢-果+(日/寸)]	􃟴
[巢-果+(离-禸)]	􃥟
[巢-果+七]	􂐫
[巢-果+失]	􃆣
[巢-果+山]	􃯪
[巢-果+早]	􄁡
[工*(奄-大+田)]	􃨯
[工*(巢-果+工)]	􅬝
[工*(看-目)*几]	􃾝
[工*(看-目)*凡]	􃾜
[工*(老/目)]	􂲙
[工*丐]	􃱱
[工*了]	􄦃
[工*互]	􅞇
[工*兄]	􂏼
[工*几]	􃝬
[工*又]	􅄭
[工*各]	􂝼
[工*責]	􄬨
[工/巾]	􄲽
[工@十]	􅁎
[左/左]	􃴭
[巧/心]	􅠞
[巨*頁]	􄠝
[巫*頁]	􃋙
[巫-┴+工]	􅬌
[巫-一+工]	􅎓
[巳*支]	􁻪
[巳*欠]	􅫱
[巳/女]	􅯫
[巳/目]	􄱄
[巳/虫]	􅃵
[巴/拉]	􂚴
[巾*((ㄇ@人)/登)]	􂉁
[巾*(ㄊ/(丹-、+十))]	􅠼
[巾*(冗-几+乇)]	􃧽
[巾*(冗-几+番)]	􃨅
[巾*(冗-几+豕)]	􅑓
[巾*(周-土+上)]	􃾌
[巾*(土/心)]	􃪌
[巾*(壴-士+山)]	􂿽
[巾*(戶@甫)]	􄊕
[巾*(票-小+火)]	􃲋
[巾*(臾/貝)]	􃸕
[巾*(茖-口+田)]	􃶐
[巾*(蔑-戍+戊)]	􃫥
[巾*亢]	􃥍
[巾*亭]	􂡍
[巾*俞]	􅊵
[巾*勾]	􂥼
[巾*午]	􅛤
[巾*卓]	􄫾
[巾*又]	􂻥
[巾*周]	􅡆
[巾*复]	􅍠
[巾*夾]	􁏗
[巾*奧]	􃛌
[巾*奴]	􃸎
[巾*字]	􄮬
[巾*尃]	􂯁
[巾*巳]	􃟺
[巾*巾]	􃺆
[巾*扁]	􄆭
[巾*未]	􃼤
[巾*欠]	􅇓
[巾*毛]	􄂣
[巾*灰]	􅚨
[巾*玄]	􄼁
[巾*皇]	􅬪
[巾*荒]	􅡋
[巾*見]	􂪧
[巾*貴]	􂃟
[巾*馬]	􄂔
[巾*龍]	􂬝
[巿/又]	􂻬
[市*大]	􄣧
[市*市]	􄾅
[市/人]	􄘗
[市/八]	􅡉
[希*ㄆ]	􃋐
[希*皮]	􅚰
[希-巾+口]	􄩣
[希-巾+肉]	􃭃
[帚-巾+東]	􃼿
[帚-巾+車]	􃏆
[帛*糸]	􂣇
[帝*也]	􂡭
[帝-巾+月]	􃼽
[帝-巾+衣]	􄖱
[帝/衣]	􄖘
[帝/貝]	􅊲
[帥-巾+來]	􂄫
[帥-巾+市]	􅧄
[席-廿+禺]	􂑪
[常*殳]	􄑮
[常-吊+(龜-(色-巴+(口*一*口))+土)]	􂎛
[幌-光+月]	􃒄
[幔-又+(万-一)]	􃡮
[幔-又+万]	􃙼
[幔-又+力]	􂭥
[幔-又+心]	􃛷
[幕-卄+(宋-木)]	􄈇
[幙-旲+(梳-木)]	􅠠
[幰-丰]	􄷞
[干*刀]	􃘢
[干*力]	􃪏
[干*皮]	􄲳
[并*(刃/一)]	􃥹
[并*也]	􂜯
[并*交]	􃳱
[并*反]	􂺩
[并*毛]	􃸱
[幸*⻏]	􂀾
[幸*　]	􂦖
[幸*力]	􂺉
[幸*匊]	􃭪
[幸*寸]	􃌚
[幸*矣]	􃟗
[幻-ㄠ+口]	􂘵
[幻-ㄠ+正]	􄋅
[幻-ㄠ+糸]	􄼇
[幻-ㄠ]	􃥢
[幼*欠]	􄥲
[幼-力+(氏、)]	􅔿
[幽*頁]	􄎂
[幽-(ㄠ*ㄠ)+(║*║)]	􂯒
[幾*鳥]	􃂿
[幾-人+(乏-之+虫)]	􅥪
[广/互]	􁼣
[庇-比+畐]	􁽜
[序-予+(((盥-皿)-水+(向-口+乂))/辰)]	􄃣
[序-予+((?*几)/言)]	􅑿
[序-予+((?*欠)/口/(之-、))]	􄨼
[序-予+((ㄠ*〡*ㄠ)/大)]	􅘆
[序-予+((巨-匚)/(衣-〦))]	􄩳
[序-予+((栗-木+土)*大)]	􃸈
[序-予+((甘/肉)*犬)]	􃽳
[序-予+((目*目)/(烈-列+(冗-几+林)))]	􄮿
[序-予+(?/(炯-火))]	􂪝
[序-予+(ㄠ-、)]	􃰷
[序-予+(丑/丑)]	􂗬
[序-予+(付/木)]	􄰸
[序-予+(保/禾)]	􃌙
[序-予+(保/衣)]	􅪗
[序-予+(倠/土)]	􄴄
[序-予+(八/吉)]	􅈯
[序-予+(共-八+田)]	􄨥
[序-予+(券-刀+土)]	􅕴
[序-予+(勿/(勿*勿))]	􄯗
[序-予+(口/又)]	􄧤
[序-予+(口/土)]	􃎯
[序-予+(嘹-口)]	􄓀
[序-予+(土/用)]	􂬈
[序-予+(圭/回)]	􃩎
[序-予+(壟-月+日)]	􂺮
[序-予+(夫/衣)]	􄪩
[序-予+(夾/回)]	􄉍
[序-予+(弓*ㄆ)]	􄫫
[序-予+(恙-心+皿)]	􄦦
[序-予+(手*(艮-日+口))]	􄡮
[序-予+(日/平)]	􃻁
[序-予+(朝/諱)]	􃌒
[序-予+(束*頁)]	􅃐
[序-予+(林/曰)]	􅪝
[序-予+(林/木)]	􂻀
[序-予+(林/田/(爪*巳))]	􄪭
[序-予+(林/目)]	􂵈
[序-予+(林/言)]	􃑾
[序-予+(林/食)]	􃈹
[序-予+(林/骨)]	􃊏
[序-予+(樊-大+女)]	􃊍
[序-予+(比/言)]	􅯬
[序-予+(氏+、)]	􄽕
[序-予+(猒/心)]	􄸰
[序-予+(猒/里)]	􅪦
[序-予+(猒/食)]	􅪥
[序-予+(疌-┴)]	􃔒
[序-予+(穴/(乏-之+犮))]	􄝛
[序-予+(臿-臼+(凵@((犀-尸)-(〡/牛))))]	􃽮
[序-予+(袤-〦)]	􅪜
[序-予+(裏-土)]	􃄴
[序-予+(角*ㄆ)]	􄷎
[序-予+(豆*寸)]	􄡢
[序-予+(這-言+(庚-(序-予)))]	􂓽
[序-予+(酉/示)]	􂸼
[序-予+(隹/土)]	􅙢
[序-予+(雍-〦)]	􄊳
[序-予+(雪-雨+卅)]	􂧽
[序-予+(鴈-厂)]	􂿎
[序-予+(黍-禾+林)]	􂓾
[序-予+ㄠ]	􅐟
[序-予+乂]	􅎭
[序-予+久]	􅟢
[序-予+乞]	􂞊
[序-予+倉]	􅋔
[序-予+列]	􃽤
[序-予+剡]	􃸉
[序-予+卷]	􅚥
[序-予+古]	􂘪
[序-予+吊]	􄪉
[序-予+君]	􅔻
[序-予+含]	􂚣
[序-予+售]	􂔹
[序-予+單]	􂜐
[序-予+固]	􄝠
[序-予+圭]	􅈙
[序-予+垔]	􄡡
[序-予+夷]	􃹂
[序-予+婪]	􃯖
[序-予+季]	􃡋
[序-予+尤]	􅕮
[序-予+尼]	􂭚
[序-予+巢]	􅙐
[序-予+工]	􅅻
[序-予+市]	􄬹
[序-予+幾]	􅰆
[序-予+必]	􅪢
[序-予+怠]	􄒘
[序-予+息]	􅓊
[序-予+恿]	􅋘
[序-予+手]	􄿑
[序-予+改]	􄴩
[序-予+於]	􄢧
[序-予+榃]	􂞘
[序-予+欶]	􃿭
[序-予+欽]	􅪤
[序-予+殿]	􅫭
[序-予+毛]	􃢝
[序-予+氣]	􃁠
[序-予+泉]	􃚅
[序-予+火]	􂫉
[序-予+猒]	􅪘
[序-予+玄]	􄟪
[序-予+甬]	􄌕
[序-予+疑]	􂍍
[序-予+票]	􅃁
[序-予+羖]	􄱊
[序-予+習]	􅃤
[序-予+者]	􅒘
[序-予+肥]	􃿞
[序-予+脊]	􅑃
[序-予+般]	􄜮
[序-予+艮]	􄑳
[序-予+色]	􄸩
[序-予+萬]	􂖻
[序-予+虐]	􅪞
[序-予+見]	􅞒
[序-予+農]	􅪡
[序-予+邑]	􂺥
[序-予+隆]	􅙋
[序-予+青]	􅪟
[序-予+非]	􄊝
[序-予+黑]	􅪛
[底*也]	􂇴
[底*以]	􂝛
[底/黑]	􄞆
[庚*毛]	􃟭
[府/月]	􅉅
[度*ㄆ]	􃕏
[度*支]	􂒇
[度-又+(弓*ㄆ)]	􅝎
[度-又]	􄊑
[庬-尤]	􂊼
[庭-壬+手]	􂕪
[庴-日+小]	􅠏
[庴-日+田]	􄡽
[庶-廿+(臣*巳)]	􂇍
[康熙元年壬寅]	􃅔
[庸-用+巾]	􃍵
[廅-去+(恙-心)]	􅪚
[廅-去+(青-月)]	􅪙
[廅-去+太]	􃬀
[廆-(白-日+田)+(美-大)]	􂠖
[廌/革]	􄳢
[廎-匕+束]	􃿇
[廓-享+(里/八/土)]	􂎘
[廓-享+黑]	􂳑
[廖-(彰-章)+(恭-共)]	􅪣
[廬-皿+心]	􂁽
[廷-壬+((乏-之+止)*水)]	􃲰
[廷-壬+(乏-之+(〡*ㄑ))]	􅒥
[廷-壬+(卄/一/口)]	􅘨
[廷-壬+(同-(一/口)+己)]	􂑨
[廷-壬+(序-予+手)]	􂌃
[廷-壬+(甾-田+貝)]	􃧏
[廷-壬+(雨/手)]	􃔲
[廷-壬+手]	􅮒
[廷-壬+虫]	􅄷
[廷-壬+頁]	􃧎
[廷/虫]	􂻠
[建-干+├]	􃥝
[廾-┬+下]	􃳞
[廾-十+├]	􂣕
[廾/口]	􄏲
[廿/((巨-匚)@十)]	􄠄
[廿/(冉-土+＝)]	􄥸
[廿/〦/(((嘹-口)-小)-日)]	􄕿
[廿/ㄙ/心]	􃽽
[廿/由/八/土]	􃮁
[弁*ㄆ]	􅌋
[弁-廾+(大/土)]	􄻀
[弋@(一/日)]	􅅝
[弋@人]	􃛱
[式-工+圭]	􃶟
[弓*((丙*丙)/一)]	􃩉
[弓*(乞-乙+冉)]	􂡢
[弓*(乞-乙+小)]	􂕡
[弓*(凵@又)]	􄰫
[弓*(弓/一)]	􄾈
[弓*(甬-用+田)]	􃗣
[弓*(美-(王/大)+田)]	􃯅
[弓*丙*丙]	􃗤
[弓*全]	􃎢
[弓*十]	􂩄
[弓*卓]	􅣃
[弓*反]	􄷽
[弓*口]	􂂜
[弓*台]	􄿟
[弓*同]	􅅁
[弓*咼]	􃏮
[弓*哀]	􂮥
[弓*夾]	􂑝
[弓*廣]	􅈂
[弓*弓*弓]	􅛙
[弓*曾*弓]	􄪀
[弓*替]	􂤸
[弓*正]	􄧟
[弓*殳]	􃊀
[弓*民]	􅘥
[弓*甫]	􃧫
[弓*立]	􂂬
[弓*耑]	􄅷
[弓*莫]	􃑎
[弓*赦]	􂆊
[弓*量]	􄎹
[弓*魚]	􄩓
[弓/卜]	􅟾
[弓/心]	􄒊
[弓@(必-心)]	􅊐
[弓@垔]	􃙂
[弔/口]	􄓥
[弔/心]	􅉽
[弗/瓜]	􃫎
[弘-、]	􃉞
[弘/言]	􅯤
[弘光皇帝改元]	􃅥
[弟*令]	􃌝
[弟*家]	􅭍
[弟*隹]	􃘄
[弟-(美-(王/大))]	􄷛
[弟/木]	􂪄
[弨-刀+(美-(王/大))]	􅣁
[弱/火]	􃂗
[強-弓+木]	􃮾
[強-弓+目]	􂿑
[弼-百+(幅-巾)]	􃰃
[彊-弓+(彰-章)]	􅜻
[彌/食]	􂗜
[彑/𧏟]	􂅀
[彔*見]	􂵚
[彖-(彖-豕)+(┐@一)]	􄧸
[彖-(彖-豕)+小]	􄷭
[彖/(田*又)]	􄇆
[彪-儿+巾]	􃛡
[彪-几+巾]	􄣣
[彪-虍+(十/田)]	􃦡
[彰-章+(卄/果)]	􂉅
[彰-章+(夕/木)]	􃵽
[彰-章+(皮-(〡/又)+(王/巾))]	􃖎
[彰-章+(石-口+旦)]	􂖎
[彰-章+丰]	􂩘
[彰-章+原]	􂖑
[彰-章+吝]	􃦩
[彰-章+唬]	􃮙
[彰-章+喿]	􄇪
[彰-章+并]	􃶫
[彰-章+用]	􃎀
[彰-章+示]	􃀝
[彰-章+豈]	􅜄
[彰-章+豸]	􄉇
[彰-章+身]	􂦫
[彰-章+鬯]	􄉞
[彰-章+齊]	􅚝
[彳*((天*天)/止)]	􅟅
[彳*((梳-木)/日)]	􃧞
[彳*((起-土+口)-巳+右)]	􂋬
[彳*(、廾、、、、)]	􅘝
[彳*(ㄆ/月)]	􅧹
[彳*(ㄆ/黑)]	􂊔
[彳*(ㄊ/?/日)]	􃧟
[彳*(ㄙ/月)*((白-日)/(乳-孚))]	􅅾
[彳*(ㄙ/月)]	􃶔
[彳*(二/心)*亍]	􄚰
[彳*(前-刖+((土*白*匕)/ㄆ))]	􂻋
[彳*(前-刖+(之-、))]	􅍶
[彳*(十/田/寸)]	􄫣
[彳*(去/口)*ㄆ]	􅟟
[彳*(口/一/(之-、))]	􅀗
[彳*(哉/心)]	􃫜
[彳*(土/(之-、))]	􅓨
[彳*(土/之)]	􅓳
[彳*(土/口)]	􂗺
[彳*(實-毌+尸)]	􄺤
[彳*(山/之)]	􄑤
[彳*(栗-木+心)]	􄡾
[彳*(止/少)]	􃋂
[彳*(澀-(泳-永))]	􄜝
[彳*(玄/(友-又))*亍]	􃦔
[彳*(田/各)]	􂾯
[彳*(百-日+ㄎ)]	􂬞
[彳*(立/(可-一))]	􃝌
[彳*(聯-丱+廾)]	􂙙
[彳*(肆-聿+(己-(乳-孚)+(一/乂)))]	􄌗
[彳*(苗/一/田/一)]	􂋋
[彳*(虎-儿+巾)]	􅭜
[彳*(赤/心)*戈]	􅄵
[彳*　]	􂦜
[彳*、]	􃪂
[彳*〡*(ㄆ/目)]	􅀥
[彳*〡*(世/木)]	􄴮
[彳*〡*(乞-乙+有)]	􄞍
[彳*〡*(前-刖+(之-、))]	􅖩
[彳*〡*(日/匆)]	􄵺
[彳*〡*(有-月+用)]	􄶞
[彳*〡*熏]	􂈕
[彳*乇]	􄂺
[彳*予]	􂨸
[彳*事]	􃂐
[彳*京]	􂸀
[彳*侯]	􅁊
[彳*出]	􅂊
[彳*分]	􂮒
[彳*加]	􂏜
[彳*匽]	􅛊
[彳*十]	􃋭
[彳*厘]	􅛉
[彳*厭]	􃲅
[彳*去*ㄗ]	􄡞
[彳*去*亍]	􃖙
[彳*去]	􂝫
[彳*又]	􂬧
[彳*古]	􂬺
[彳*各]	􅙜
[彳*國]	􅂇
[彳*圭]	􄏒
[彳*坒]	􃋰
[彳*多]	􂑔
[彳*契]	􂐩
[彳*季]	􄜠
[彳*專]	􄬈
[彳*巳]	􃉕
[彳*幵]	􃭏
[彳*廣]	􂓅
[彳*廷]	􂰝
[彳*待]	􄂏
[彳*從]	􄟑
[彳*復]	􅔡
[彳*惡]	􅅎
[彳*戉]	􂹉
[彳*戒]	􂩳
[彳*戾]	􂐂
[彳*支]	􂭇
[彳*放]	􂩻
[彳*旦]	􂳕
[彳*昏]	􄁓
[彳*束]	􂬭
[彳*桀]	􂲰
[彳*業]	􄡴
[彳*永]	􂭊
[彳*波]	􅗗
[彳*熏]	􅃅
[彳*玄]	􄖦
[彳*畏]	􂹵
[彳*真*亍]	􂈨
[彳*矞]	􂹈
[彳*糸]	􄸻
[彳*義]	􄓑
[彳*育*亍]	􂊛
[彳*胃]	􅂻
[彳*至]	􂡾
[彳*舞]	􄭆
[彳*良]	􄻵
[彳*藥]	􅐗
[彳*褱]	􂘂
[彳*谷]	􄒔
[彳*赤*戈]	􅈾
[彳*足]	􅅽
[彳*軍]	􂙒
[彳*郎]	􅙶
[彳*采]	􄑵
[彳*需]	􄨏
[彳*青]	􂉠
[彳*頁]	􃀒
[彳-〡]	􄂹
[征-止+艮]	􂗚
[待-寸+又]	􂒩
[律/(口/(之-、))]	􅅋
[徒-土+大]	􅖣
[得-彳+言]	􂌐
[徙-彳+革]	􄏍
[從-彳+耳]	􅇐
[從-彳+馬]	􂩫
[從-彳]	􃿐
[御-ㄗ+名]	􂸛
[御/月]	􃺑
[御/木]	􂿅
[微-兀+(舛-夕)]	􂖄
[徵-王+虫]	􅧺
[徹-彳]	􄇗
[徹-育+((糸-ㄠ+云)/肉)]	􃳀
[徹-育+(肆-聿)]	􄂥
[徼-方+北]	􂴋
[徼-白+出]	􄇮
[徽-糸+(ㄅ/一)]	􅄞
[徽-糸+(万-一)]	􄷺
[徽-糸+巾]	􃤏
[徽宗皇帝建中靖國元年辛巳]	􂵿
[忄*觧]	􁺡
[忄*𠫵]	􂄮
[必*頁]	􃂲
[必-心]	􂒀
[必/(冗-几+(匚@一))]	􃭔
[必/(匚@一)]	􄃊
[必/下/一]	􃪗
[必/虫]	􄇽
[忍*忍]	􄐰
[忒-弋+戈]	􅮢
[忕-一+口]	􃶼
[忡-┐]	􃞪
[忡-口+(司-(一/口))]	􃛗
[怊-口+又]	􂱿
[怊-口+臼]	􃐅
[怐-口+、]	􄯤
[怙-口+(田/寸)]	􂖓
[怙-口+(罩-卓+心)]	􄔎
[怚*也]	􂞀
[思*(刀/(刀*刀))]	􄆛
[思宗烈皇帝崇禎元年戊辰]	􂼓
[思宗皇帝崇禎元年戊辰]	􃅟
[怡-口+(己-(乳-孚)+((┐@一)/一))]	􄎮
[怡-台+((ㄠ/一/日)*戈)]	􄜗
[怡-台+((刀*刀)/山)]	􄨜
[怡-台+(ㄆ/巾)]	􄛛
[怡-台+(ㄉ/山)]	􄧁
[怡-台+(ㄉ/止)]	􄊷
[怡-台+(ㄊ/(丹-、+十))]	􅠻
[怡-台+(ㄙ/天)]	􄟷
[怡-台+(一/巾)]	􃤞
[怡-台+(且/八)]	􅄅
[怡-台+(乏-之+友)]	􃉶
[怡-台+(乏-之+犬)]	􄢦
[怡-台+(乏-之+犮)]	􄢙
[怡-台+(公/ㄆ)]	􅠽
[怡-台+(冗+一)]	􅠳
[怡-台+(刀/(刀*刀))]	􃔣
[怡-台+(刀/(刀*刀)/月)]	􅇗
[怡-台+(刀/(刀*刀)/貝)]	􅠺
[怡-台+(刀/(止*止))]	􅈷
[怡-台+(前-刖+(└@人))]	􃮕
[怡-台+(勿/山)]	􅁨
[怡-台+(匆/心)]	􅀺
[怡-台+(匚@一)]	􄟇
[怡-台+(匚@火)]	􅘵
[怡-台+(卄/(ㄇ@人)/戍)]	􂳭
[怡-台+(去*ㄗ)]	􄡻
[怡-台+(參-(彰-章)+小)]	􄑄
[怡-台+(又/右)]	􄓨
[怡-台+(右-口+右)]	􄧹
[怡-台+(咒-几+(前-刖+(┴*├)))]	􃯭
[怡-台+(噗-口)]	􂏬
[怡-台+(夌*(改-己))]	􄧅
[怡-台+(大/火)]	􄡊
[怡-台+(天/小)]	􃹆
[怡-台+(奄-大)]	􃚠
[怡-台+(奐-大+(一/八))]	􂹏
[怡-台+(姊-女)]	􄃷
[怡-台+(孝-子+ㄙ)]	􅗶
[怡-台+(宋-木+登)]	􄥯
[怡-台+(屬-(厂-一))]	􂒗
[怡-台+(左/ㄙ)]	􄏫
[怡-台+(常-吊+子)]	􄛨
[怡-台+(廿/?)]	􂿬
[怡-台+(得-彳)]	􅉰
[怡-台+(徹-彳)]	􅜩
[怡-台+(恙-心+皿)]	􄮟
[怡-台+(戍-戈+弋)]	􄇄
[怡-台+(旗-方)]	􄏆
[怡-台+(日/〦)]	􄚕
[怡-台+(日/且)]	􅃰
[怡-台+(日/工)]	􂉑
[怡-台+(晅-旦+且)]	􄇓
[怡-台+(曲/八)]	􃻡
[怡-台+(書-曰+(且-二+人))]	􅜪
[怡-台+(替-曰+貝)]	􂏔
[怡-台+(木/一)]	􄿒
[怡-台+(梳-木)]	􃗬
[怡-台+(止/(止*止))]	􄈝
[怡-台+(澀-(泳-永))]	􄨛
[怡-台+(烈-列+(〡*(頤-頁+巳)))]	􂤎
[怡-台+(犮-乂+又)]	􃎩
[怡-台+(玄-ㄙ+ㄥ)]	􃋢
[怡-台+(琛-王)]	􄒑
[怡-台+(瓜-、)]	􅬱
[怡-台+(由/卜)]	􃉸
[怡-台+(白-日+几)]	􄢩
[怡-台+(皮-(〡/又)+(王/匆))]	􃔂
[怡-台+(盈-又+乂)]	􂜣
[怡-台+(穴/牛)]	􄥿
[怡-台+(篾-戍+伐)]	􄊿
[怡-台+(素-糸+(百-日+面))]	􅠴
[怡-台+(絳-糸)]	􅰍
[怡-台+(网-ㄨ)]	􄄇
[怡-台+(罩-卓+心)]	􄵵
[怡-台+(罩-卓+目)]	􄽸
[怡-台+(者-日+口)]	􄒹
[怡-台+(色-巴+几)]	􅘇
[怡-台+(這-言+(衣-〦))]	􄘀
[怡-台+(采-木+寸)]	􅂯
[怡-台+(陋-(阿-可))]	􃑃
[怡-台+(電-雨+大)]	􂗖
[怡-台+(面/且)]	􃭨
[怡-台+(龠-口)]	􅠾
[怡-台+ㄗ]	􃠵
[怡-台+丁]	􅛫
